Name,Chr:bp,Genomic size (bp),Class,Source Study,Study description
nsv1940851,19:13461341-13461384,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv134393,19:13461365-13461374,10,CNV,DGVa:nstd6,"Database of Genomic Variants Archive: Mills 2006 ""An initial map of insertion and deletion (INDEL) variation in the human genome."" PMID:16902084"
nsv1941554,19:13462763-13462778,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv1941555,19:13463146-13463160,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv133911,19:13463161-13463161,-,insertion,DGVa:nstd6,"Database of Genomic Variants Archive: Mills 2006 ""An initial map of insertion and deletion (INDEL) variation in the human genome."" PMID:16902084"
nsv1941556,19:13464884-13464945,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv1940852,19:13465477-13465500,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
esv2284327,19:13466209-13466209,-,insertion,DGVa:estd194,"Database of Genomic Variants Archive: Bentley 2008 ""Accurate whole human genome sequencing using reversible terminator chemistry"" PMID:18987734"
nsv1940163,19:13466209-13466220,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv1941557,19:13466308-13466338,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv1940164,19:13466662-13466678,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
esv2158838,19:13466677-13466677,-,insertion,DGVa:estd194,"Database of Genomic Variants Archive: Bentley 2008 ""Accurate whole human genome sequencing using reversible terminator chemistry"" PMID:18987734"
nsv135157,19:13466677-13466677,-,insertion,DGVa:nstd6,"Database of Genomic Variants Archive: Mills 2006 ""An initial map of insertion and deletion (INDEL) variation in the human genome."" PMID:16902084"
nsv1940376,19:13466688-13466705,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv1940377,19:13466878-13466915,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
esv1789289,19:13466915-13466915,-,insertion,DGVa:estd22,"Database of Genomic Variants Archive: Levy 2007 ""The diploid genome sequence of an individual human."" PMID:17803354"
nsv1940165,19:13467597-13467620,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv1940166,19:13467972-13467991,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv137514,19:13469477-13469479,3,CNV,DGVa:nstd6,"Database of Genomic Variants Archive: Mills 2006 ""An initial map of insertion and deletion (INDEL) variation in the human genome."" PMID:16902084"
nsv1940168,19:13472129-13472151,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv1940853,19:13472296-13472366,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv1940854,19:13472744-13472760,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
esv3373989,19:13473248-13473372,125,CNV,DGVa:estd59,Database of Genomic Variants Archive: 1000 Genomes Project Consortium - Pilot Project. PMID:20981092
nsv1940855,19:13473253-13473266,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
